img_idx,true_label,clip_pred,clip_conf,clip_correct,date_pred,date_conf,date_correct,date_changed,date_outcome,gps_pred,gps_conf,gps_correct,gps_changed,gps_outcome,cross_modal,gps_dist_km,date_pheno_days,clip_peak_month,date_peak_month,gps_low_coverage,date_low_coverage
245,Nephilingis cruentata,Nephilingis cruentata,0.9833,True,Nephilingis cruentata,0.9740,True,False,UNCHANGED,Nephilingis cruentata,0.9930,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
246,Tanacetum parthenium,Tanacetum parthenium,0.9797,True,Tanacetum parthenium,0.9740,True,False,UNCHANGED,Tanacetum parthenium,0.9960,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
247,Araneus pegnia,Araneus pegnia,0.9979,True,Araneus pegnia,0.9990,True,False,UNCHANGED,Araneus pegnia,0.9970,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
248,Tripleurospermum inodorum,Tripleurospermum inodorum,0.9225,True,Tripleurospermum inodorum,0.9130,True,False,UNCHANGED,Tripleurospermum inodorum,0.9830,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
249,Brachyscome decipiens,Brachyscome decipiens,0.9997,True,Brachyscome decipiens,1.0000,True,False,UNCHANGED,Brachyscome decipiens,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
250,Aphanostephus ramosissimus,Aphanostephus ramosissimus,0.8392,True,Aphanostephus ramosissimus,0.9700,True,False,UNCHANGED,Aphanostephus ramosissimus,0.9770,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
251,Amanita persicina,Amanita xanthocephala,0.4268,False,Amanita muscaria,0.6890,False,True,BOTH_WRONG,Amanita muscaria,0.3090,False,True,BOTH_WRONG,BOTH_CHANGED_AGREE,12521.4010,141.6060,5.6520,1.0000,False,False
252,Fruticicola fruticum,Fruticicola fruticum,0.3358,True,Fruticicola fruticum,0.3640,True,False,UNCHANGED,Fruticicola fruticum,0.9500,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
253,Xeroplexa intersecta,Eobania vermiculata,0.4785,False,Eobania vermiculata,0.4840,False,False,UNCHANGED,Eobania vermiculata,0.6300,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
254,Arianta arbustorum,Arianta arbustorum,0.9347,True,Arianta arbustorum,0.9890,True,False,UNCHANGED,Arianta arbustorum,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
255,Mimus polyglottos,Mimus polyglottos,0.9997,True,Mimus polyglottos,1.0000,True,False,UNCHANGED,Mimus polyglottos,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
256,Amanita citrina,Amanita citrina,0.8674,True,Amanita citrina,0.9300,True,False,UNCHANGED,Amanita citrina,0.8820,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
257,Erigeron annuus,Erigeron strigosus,0.9779,False,Erigeron strigosus,0.9850,False,False,UNCHANGED,Erigeron strigosus,0.7820,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
258,Harmonia quadripunctata,Harmonia quadripunctata,0.9940,True,Harmonia quadripunctata,0.9940,True,False,UNCHANGED,Harmonia quadripunctata,0.9950,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
259,Amanita caesarea,Russula sanguinea,0.4286,False,Russula sanguinea,0.5410,False,False,UNCHANGED,Russula sanguinea,0.5490,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
260,Larinioides sclopetarius,Larinioides sclopetarius,0.9697,True,Larinioides sclopetarius,0.9350,True,False,UNCHANGED,Larinioides sclopetarius,0.9980,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
261,Argiope aurantia,Argiope aurantia,0.9993,True,Argiope aurantia,1.0000,True,False,UNCHANGED,Argiope aurantia,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
262,Erigeron philadelphicus,Erigeron strigosus,0.7573,False,Erigeron philadelphicus,0.4350,True,True,IMPROVED,Erigeron strigosus,0.7190,False,False,UNCHANGED,ONLY_DATE_CHANGED,,20.7347,3.9358,3.2546,False,False
263,Theba pisana,Otala punctata,0.4736,False,Otala punctata,0.3590,False,False,UNCHANGED,Lygodactylus capensis,0.3770,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,8496.5802,,,,False,False
264,Araneus diadematus,Araneus diadematus,0.9992,True,Araneus diadematus,0.9990,True,False,UNCHANGED,Araneus diadematus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
265,Parasteatoda tepidariorum,Latrodectus geometricus,0.9526,False,Latrodectus geometricus,0.9410,False,False,UNCHANGED,Latrodectus geometricus,0.4160,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
266,Trifolium pratense,Trifolium pratense,0.9983,True,Trifolium pratense,0.9980,True,False,UNCHANGED,Trifolium pratense,0.9960,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
267,Poecile carolinensis,Poecile atricapillus,0.8314,False,Poecile atricapillus,0.7720,False,False,UNCHANGED,Zonotrichia leucophrys,0.6130,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,3449.7198,,,,False,False
268,Olla v-nigrum,Chilocorus renipustulatus,0.8285,False,Chilocorus renipustulatus,0.8390,False,False,UNCHANGED,Chilocorus renipustulatus,0.3500,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
269,Zonotrichia capensis,Zonotrichia capensis,0.9986,True,Zonotrichia capensis,0.9980,True,False,UNCHANGED,Zonotrichia capensis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
270,Amanita flavorubens,Amanita xanthocephala,0.5263,False,Amanita xanthocephala,0.7880,False,False,UNCHANGED,Amanita crenulata,0.4160,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,16316.0328,,,,False,False
271,Spizella passerina,Zonotrichia leucophrys,0.9481,False,Zonotrichia leucophrys,0.9390,False,False,UNCHANGED,Zonotrichia leucophrys,0.9480,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
272,Psammodromus algirus,Podarcis siculus,0.5318,False,Podarcis siculus,0.4520,False,False,UNCHANGED,Podarcis muralis,0.7410,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,730.7541,,,,False,False
273,Neoscona crucifera,Neoscona crucifera,0.9864,True,Neoscona crucifera,0.9940,True,False,UNCHANGED,Neoscona crucifera,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
274,Amanita rubescens,Amanita rubescens,0.9986,True,Amanita rubescens,0.9990,True,False,UNCHANGED,Amanita rubescens,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
275,Passer montanus,Passer montanus,0.9918,True,Passer montanus,0.9910,True,False,UNCHANGED,Passer montanus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
276,Zonotrichia leucophrys,Zonotrichia leucophrys,0.9722,True,Zonotrichia leucophrys,0.9740,True,False,UNCHANGED,Zonotrichia leucophrys,0.9860,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
277,Podarcis bocagei,Podarcis siculus,0.8529,False,Podarcis siculus,0.7890,False,False,UNCHANGED,Podarcis muralis,0.4100,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,730.7541,,,,False,False
278,Steatoda nobilis,Steatoda nobilis,0.9887,True,Steatoda nobilis,0.9900,True,False,UNCHANGED,Steatoda nobilis,0.9970,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
279,Amanita augusta,Amanita augusta,0.9822,True,Amanita augusta,0.9990,True,False,UNCHANGED,Amanita augusta,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
280,Bellis perennis,Bellis perennis,0.8575,True,Bellis perennis,0.8380,True,False,UNCHANGED,Bellis perennis,0.5840,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
281,Amanita flavorubens,Amanita augusta,0.4452,False,Amanita rubescens,0.7370,False,True,BOTH_WRONG,Amanita crenulata,0.8740,False,True,BOTH_WRONG,BOTH_CHANGED_DISAGREE,3962.4721,170.7948,11.5612,5.1721,False,False
282,Arctotis acaulis,Arctotis acaulis,0.9995,True,Arctotis acaulis,1.0000,True,False,UNCHANGED,Arctotis acaulis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
283,Henosepilachna vigintioctopunctata,Psyllobora vigintiduopunctata,0.5244,False,Psyllobora vigintiduopunctata,0.5660,False,False,UNCHANGED,Harmonia conformis,0.8690,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,16539.7255,,,,False,False
284,Amanita crenulata,Amanita crenulata,0.9988,True,Amanita crenulata,0.9990,True,False,UNCHANGED,Amanita crenulata,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
285,Oligosoma polychroma,Oligosoma polychroma,0.8614,True,Oligosoma polychroma,0.7530,True,False,UNCHANGED,Oligosoma polychroma,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
286,Arianta arbustorum,Arianta arbustorum,0.9947,True,Arianta arbustorum,0.9950,True,False,UNCHANGED,Arianta arbustorum,0.9950,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
287,Psyllobora vigintiduopunctata,Psyllobora vigintiduopunctata,0.9982,True,Psyllobora vigintiduopunctata,1.0000,True,False,UNCHANGED,Psyllobora vigintiduopunctata,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
288,Coelophora inaequalis,Harmonia conformis,0.4571,False,Harmonia conformis,0.6510,False,False,UNCHANGED,Coelophora inaequalis,0.5590,True,True,IMPROVED,ONLY_GPS_CHANGED,1269.2347,,,,False,False
289,Amanita cokeri,Amanita cokeri,0.9579,True,Amanita cokeri,0.9630,True,False,UNCHANGED,Amanita cokeri,0.9600,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
290,Trifolium repens,Trifolium repens,0.7006,True,Trifolium repens,0.7720,True,False,UNCHANGED,Trifolium repens,0.5990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
291,Xeroplexa intersecta,Xerotricha conspurcata,0.2601,False,Eobania vermiculata,0.2870,False,True,BOTH_WRONG,Xeroplexa intersecta,0.5770,True,True,IMPROVED,BOTH_CHANGED_DISAGREE,1301.1813,13.8014,2.1606,1.7072,False,False
292,Araneus pegnia,Araneus pegnia,0.9980,True,Araneus pegnia,0.9980,True,False,UNCHANGED,Araneus pegnia,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
293,Xeroplexa intersecta,Xerotricha conspurcata,0.9127,False,Xerotricha conspurcata,0.9180,False,False,UNCHANGED,Xerotricha conspurcata,0.9120,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
294,Helminthoglypta nickliniana,Helminthoglypta nickliniana,0.6370,True,Helminthoglypta nickliniana,0.5370,True,False,UNCHANGED,Helminthoglypta nickliniana,0.7240,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
295,Cepaea hortensis,Cepaea nemoralis,0.9577,False,Cepaea nemoralis,0.9740,False,False,UNCHANGED,Cepaea nemoralis,0.9750,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
296,Prunella modularis,Prunella modularis,1.0000,True,Prunella modularis,1.0000,True,False,UNCHANGED,Prunella modularis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
297,Arctotis acaulis,Arctotis acaulis,0.9974,True,Arctotis acaulis,0.9990,True,False,UNCHANGED,Arctotis acaulis,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
298,Lampropholis delicata,Plestiodon fasciatus,0.7478,False,Plestiodon fasciatus,0.6300,False,False,UNCHANGED,Lissachatina fulica,0.6020,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,5395.0127,,,,False,False
299,Podarcis siculus,Podarcis siculus,1.0000,True,Podarcis siculus,1.0000,True,False,UNCHANGED,Podarcis siculus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
300,Passer montanus,Passer montanus,0.9894,True,Passer montanus,0.9920,True,False,UNCHANGED,Passer montanus,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
301,Amanita parcivolvata,Amanita parcivolvata,0.9571,True,Amanita parcivolvata,0.9630,True,False,UNCHANGED,Amanita parcivolvata,0.9700,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
302,Helminthoglypta nickliniana,Helminthoglypta tudiculata,0.8081,False,Helminthoglypta tudiculata,0.7610,False,False,UNCHANGED,Helminthoglypta tudiculata,0.7330,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
303,Araneus diadematus,Araneus diadematus,0.9807,True,Araneus diadematus,0.9750,True,False,UNCHANGED,Araneus diadematus,0.9870,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
304,Bellis annua,Bellis annua,0.7507,True,Bellis annua,0.7960,True,False,UNCHANGED,Bellis annua,0.9000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
305,Turdus migratorius,Turdus migratorius,0.9646,True,Turdus migratorius,0.9830,True,False,UNCHANGED,Turdus migratorius,0.7940,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
306,Argiope aurantia,Argiope aurantia,0.9839,True,Argiope aurantia,0.9920,True,False,UNCHANGED,Argiope aurantia,0.9960,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
307,Lissachatina fulica,Lissachatina fulica,1.0000,True,Lissachatina fulica,1.0000,True,False,UNCHANGED,Lissachatina fulica,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
308,Adalia decempunctata,Chilocorus renipustulatus,0.9633,False,Chilocorus renipustulatus,0.9770,False,False,UNCHANGED,Chilocorus renipustulatus,0.9670,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
309,Cycloneda polita,Cycloneda polita,0.8796,True,Cycloneda polita,0.9330,True,False,UNCHANGED,Cycloneda polita,0.9550,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
310,Spizella passerina,Zonotrichia leucophrys,0.9941,False,Zonotrichia leucophrys,0.9970,False,False,UNCHANGED,Zonotrichia leucophrys,0.9990,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
311,Bellis annua,Brachyscome decipiens,0.4510,False,Bellis annua,0.6840,True,True,IMPROVED,Bellis annua,0.5860,True,True,IMPROVED,BOTH_CHANGED_AGREE,16961.0386,74.8521,11.7750,2.2340,False,False
312,Zonotrichia atricapilla,Zonotrichia atricapilla,0.6560,True,Zonotrichia atricapilla,0.6540,True,False,UNCHANGED,Zonotrichia atricapilla,0.5510,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
313,Theba pisana,Cepaea nemoralis,0.8008,False,Cepaea nemoralis,0.4660,False,False,UNCHANGED,Cepaea nemoralis,0.9050,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
314,Erigeron annuus,Erigeron annuus,0.8752,True,Erigeron annuus,0.9500,True,False,UNCHANGED,Erigeron annuus,0.9940,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
315,Zootoca vivipara,Takydromus amurensis,0.9839,False,Takydromus amurensis,0.9710,False,False,UNCHANGED,Takydromus amurensis,0.8670,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
316,Zachrysia provisoria,Lygodactylus capensis,0.2928,False,Lygodactylus capensis,0.3400,False,False,UNCHANGED,Latrodectus geometricus,0.3840,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,12959.4798,,,,False,False
317,Leucanthemum maximum,Leucanthemum vulgare,0.8512,False,Leucanthemum vulgare,0.4150,False,False,UNCHANGED,Erigeron karvinskianus,0.5720,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,396.5941,,,,False,False
318,Passer italiae,Passer hispaniolensis,0.5997,False,Passer hispaniolensis,0.6770,False,False,UNCHANGED,Passer domesticus,0.5020,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,2680.7502,,,,False,False
319,Bellis sylvestris,Brachyscome decipiens,0.9267,False,Brachyscome decipiens,0.8370,False,False,UNCHANGED,Bellis sylvestris,0.9160,True,True,IMPROVED,ONLY_GPS_CHANGED,16152.4705,,,,False,False
320,Harmonia conformis,Harmonia conformis,1.0000,True,Harmonia conformis,1.0000,True,False,UNCHANGED,Harmonia conformis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
321,Chilocorus renipustulatus,Chilocorus renipustulatus,0.9988,True,Chilocorus renipustulatus,0.9990,True,False,UNCHANGED,Chilocorus renipustulatus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
322,Turdus migratorius,Turdus migratorius,0.9997,True,Turdus migratorius,1.0000,True,False,UNCHANGED,Turdus migratorius,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
323,Epilachna borealis,Epilachna borealis,0.8064,True,Epilachna borealis,0.7990,True,False,UNCHANGED,Epilachna borealis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
324,Psammodromus algirus,Podarcis siculus,0.9731,False,Podarcis siculus,0.9590,False,False,UNCHANGED,Podarcis siculus,0.9200,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
325,Zygiella x-notata,Larinioides sclopetarius,0.6028,False,Larinioides sclopetarius,0.6060,False,False,UNCHANGED,Larinioides sclopetarius,0.8740,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
326,Amanita wellsii,Amanita aprica,0.3195,False,Amanita xanthocephala,0.3060,False,True,BOTH_WRONG,Amanita crenulata,0.5970,False,True,BOTH_WRONG,BOTH_CHANGED_DISAGREE,3780.7230,46.3906,4.1280,5.6520,False,False
327,Hygromia cinctella,Hygromia cinctella,0.8686,True,Hygromia cinctella,0.7730,True,False,UNCHANGED,Hygromia cinctella,0.9160,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
328,Arianta arbustorum,Arianta arbustorum,0.9962,True,Arianta arbustorum,0.9970,True,False,UNCHANGED,Arianta arbustorum,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
329,Lacerta agilis,Lacerta agilis,0.9117,True,Lacerta agilis,0.9630,True,False,UNCHANGED,Lacerta agilis,0.8790,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
330,Spizelloides arborea,Zonotrichia leucophrys,0.4387,False,Zonotrichia leucophrys,0.4950,False,False,UNCHANGED,Spizelloides arborea,0.5990,True,True,IMPROVED,ONLY_GPS_CHANGED,3295.4404,,,,False,False
331,Amanita aprica,Amanita augusta,0.5787,False,Amanita augusta,0.9890,False,False,UNCHANGED,Amanita augusta,0.8270,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
332,Junco hyemalis,Junco hyemalis,0.9975,True,Junco hyemalis,0.9980,True,False,UNCHANGED,Junco hyemalis,0.9980,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
333,Poecile atricapillus,Thryothorus ludovicianus,0.5075,False,Thryothorus ludovicianus,0.6410,False,False,UNCHANGED,Poecile atricapillus,0.7070,True,True,IMPROVED,ONLY_GPS_CHANGED,969.9058,,,,False,False
334,Subcoccinella vigintiquatuorpunctata,Harmonia conformis,0.3665,False,Chilocorus renipustulatus,0.4980,False,True,BOTH_WRONG,Psyllobora vigintiduopunctata,0.5580,False,True,BOTH_WRONG,BOTH_CHANGED_DISAGREE,16539.7255,35.9581,1.7026,2.8839,False,False
335,Erigeron peregrinus,Erigeron peregrinus,0.9886,True,Erigeron peregrinus,0.9930,True,False,UNCHANGED,Erigeron peregrinus,0.9950,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
336,Amanita aprica,Amanita aprica,0.9583,True,Amanita aprica,0.9970,True,False,UNCHANGED,Amanita aprica,0.9590,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
337,Helix pomatia,Cepaea nemoralis,0.8243,False,Cepaea nemoralis,0.8600,False,False,UNCHANGED,Cepaea nemoralis,0.9100,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
338,Helicina orbiculata,Chilocorus renipustulatus,0.2409,False,Chilocorus renipustulatus,0.1650,False,False,UNCHANGED,Helicina orbiculata,0.5860,True,True,IMPROVED,ONLY_GPS_CHANGED,8231.6097,,,,False,False
339,Cycloneda sanguinea,Cycloneda polita,0.7611,False,Cycloneda sanguinea,0.5350,True,True,IMPROVED,Cycloneda polita,0.8960,False,False,UNCHANGED,ONLY_DATE_CHANGED,,63.2368,3.3904,1.3130,False,False
340,Amanita aprica,Amanita aprica,0.9966,True,Amanita aprica,1.0000,True,False,UNCHANGED,Amanita aprica,0.9970,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
341,Mimus polyglottos,Mimus polyglottos,0.9994,True,Mimus polyglottos,0.9990,True,False,UNCHANGED,Mimus polyglottos,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
342,Erigeron philadelphicus,Erigeron philadelphicus,0.6203,True,Erigeron philadelphicus,0.7740,True,False,UNCHANGED,Erigeron philadelphicus,0.5750,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
343,Tripleurospermum inodorum,Tripleurospermum inodorum,0.9996,True,Tripleurospermum inodorum,1.0000,True,False,UNCHANGED,Tripleurospermum inodorum,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
344,Helicina orbiculata,Helicina orbiculata,0.5130,True,Helicina orbiculata,0.5170,True,False,UNCHANGED,Helicina orbiculata,0.9910,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
345,Takydromus amurensis,Takydromus amurensis,0.9989,True,Takydromus amurensis,0.9990,True,False,UNCHANGED,Takydromus amurensis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
346,Amanita regalis,Amanita regalis,0.8734,True,Amanita regalis,0.9440,True,False,UNCHANGED,Amanita regalis,0.9830,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
347,Amanita caesarea,Amanita caesarea,0.4443,True,Amanita jacksonii,0.4900,False,True,DEGRADED,Amanita caesarea,0.9240,True,False,UNCHANGED,ONLY_DATE_CHANGED,,68.6883,9.1832,6.9267,False,False
348,Melospiza melodia,Zonotrichia leucophrys,0.6574,False,Zonotrichia leucophrys,0.7130,False,False,UNCHANGED,Melospiza melodia,0.3550,True,True,IMPROVED,ONLY_GPS_CHANGED,2826.4017,,,,False,False
349,Hippodamia convergens,Coccinella septempunctata,0.6472,False,Coccinella septempunctata,0.7570,False,False,UNCHANGED,Coccinella septempunctata,0.8630,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
350,Bidens alba,Bidens alba,0.8572,True,Bidens alba,0.7440,True,False,UNCHANGED,Bidens alba,0.9940,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
351,Adalia decempunctata,Harmonia quadripunctata,0.8297,False,Harmonia quadripunctata,0.7840,False,False,UNCHANGED,Harmonia quadripunctata,0.8300,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
352,Coelophora inaequalis,Harmonia conformis,0.9965,False,Harmonia conformis,0.9960,False,False,UNCHANGED,Harmonia conformis,1.0000,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
353,Monacha cantiana,Cepaea nemoralis,0.8518,False,Cepaea nemoralis,0.8680,False,False,UNCHANGED,Cepaea nemoralis,0.9550,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
354,Helix pomatia,Cepaea nemoralis,0.9604,False,Cepaea nemoralis,0.9560,False,False,UNCHANGED,Cepaea nemoralis,0.9820,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
355,Podarcis muralis,Podarcis muralis,0.8433,True,Podarcis muralis,0.8790,True,False,UNCHANGED,Podarcis muralis,0.9600,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
356,Amanita regalis,Amanita regalis,0.9828,True,Amanita regalis,0.9910,True,False,UNCHANGED,Amanita regalis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
357,Nephilingis cruentata,Nephilingis cruentata,0.9926,True,Nephilingis cruentata,0.9950,True,False,UNCHANGED,Nephilingis cruentata,0.9960,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
358,Prunella modularis,Prunella modularis,1.0000,True,Prunella modularis,1.0000,True,False,UNCHANGED,Prunella modularis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
359,Mimetus puritanus,Larinioides sclopetarius,0.5423,False,Larinioides sclopetarius,0.6330,False,False,UNCHANGED,Araneus pegnia,0.4830,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,6802.9071,,,,False,False
360,Cryptachaea gigantipes,Parasteatoda tepidariorum,0.3857,False,Parasteatoda tepidariorum,0.4830,False,False,UNCHANGED,Cryptachaea veruculata,0.4960,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,18528.6602,,,,False,False
361,Amanita citrina,Amanita citrina,0.9796,True,Amanita citrina,0.9920,True,False,UNCHANGED,Amanita citrina,0.9830,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
362,Oecobius navus,Oecobius navus,0.9634,True,Oecobius navus,0.9710,True,False,UNCHANGED,Oecobius navus,0.9160,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
363,Zygiella x-notata,Larinioides sclopetarius,0.9303,False,Larinioides sclopetarius,0.8730,False,False,UNCHANGED,Larinioides sclopetarius,0.9890,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
364,Amanita persicina,Amanita rubescens,0.2919,False,Amanita muscaria,0.3530,False,True,BOTH_WRONG,Amanita aprica,0.4330,False,True,BOTH_WRONG,BOTH_CHANGED_DISAGREE,8416.3182,126.9985,5.1721,1.0000,False,False
365,Aphanostephus ramosissimus,Aphanostephus ramosissimus,0.9766,True,Aphanostephus ramosissimus,0.9940,True,False,UNCHANGED,Aphanostephus ramosissimus,0.9930,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
366,Leucanthemum vulgare,Tripleurospermum inodorum,0.9981,False,Tripleurospermum inodorum,0.9990,False,False,UNCHANGED,Tripleurospermum inodorum,0.9850,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
367,Erigeron glaucus,Erigeron glaucus,0.9245,True,Erigeron glaucus,0.7980,True,False,UNCHANGED,Erigeron glaucus,0.8940,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
368,Amanita parcivolvata,Amanita parcivolvata,0.8419,True,Amanita parcivolvata,0.8090,True,False,UNCHANGED,Amanita parcivolvata,0.9650,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
369,Lacerta bilineata,Podarcis siculus,0.9436,False,Podarcis siculus,0.9640,False,False,UNCHANGED,Podarcis siculus,0.8800,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
370,Steatoda grossa,Steatoda grossa,0.9989,True,Steatoda grossa,0.9980,True,False,UNCHANGED,Steatoda grossa,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
371,Zonotrichia albicollis,Zonotrichia albicollis,0.9968,True,Zonotrichia albicollis,0.9950,True,False,UNCHANGED,Zonotrichia albicollis,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
372,Araneus pegnia,Araneus pegnia,0.9791,True,Araneus pegnia,0.9870,True,False,UNCHANGED,Araneus pegnia,0.9930,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
